#{"t_start": 1776329272.3720527, "env_id": "None"}
r,l,t
-37.103547,20,5695.76228
-54.996732,29,5695.960067
-40.367192,21,5696.090568
-54.215604,26,5696.24693
-38.373844,21,5696.376318
-42.015545,21,5696.507872
-55.982409,30,5696.763561
-40.083793,20,5696.89701
-51.806602,27,5697.090549
-39.189616,20,5697.218924
-51.233876,27,5697.422817
-35.375084,19,5697.539933
-50.526742,25,5697.695405
-56.589001,29,5697.893501
-38.886873,19,5698.01652
-40.276182,20,5698.13691
-64.548895,37,5698.371003
-54.046139,28,5698.612292
-43.67435,22,5698.754339
-54.686389,28,5698.935731
-57.913277,30,5699.117929
-53.731876,29,5699.315434
-38.985605,20,5699.452849
-42.926786,22,5699.600714
-50.515791,23,5699.753657
-40.763579,21,5699.890857
-52.571912,26,5700.074137
-39.914287,21,5700.206107
-38.592011,21,5700.335959
-43.299621,22,5700.481822
-52.268504,26,5700.659562
-38.537649,20,5700.819452
-34.663249,21,5700.951952
-59.969527,34,5701.20978
-54.118591,28,5701.412009
-43.611329,23,5701.55514
-52.413102,27,5701.72622
-36.914589,20,5701.857552
-53.949976,27,5702.047807
-37.462465,19,5702.163026
-61.003358,36,5702.399409
-53.812375,29,5702.602574
-38.687677,21,5702.735838
-37.519309,20,5702.861573
-54.621805,30,5703.041172
-40.845005,20,5703.168437
-38.766892,20,5703.317206
-51.217113,27,5703.482173
-54.149895,29,5703.667319
-56.701694,30,5703.88054
-39.564519,20,5704.006677
-61.563853,36,5704.228397
-41.289851,21,5704.355472
-48.438909,26,5704.521682
-38.84647,19,5704.724428
-38.593404,22,5704.869177
-62.78487,36,5705.098829
-35.836944,19,5705.216472
-51.712799,27,5705.412184
-55.086034,29,5705.59068
-53.180734,28,5705.7581
-36.224342,18,5705.897067
-56.361219,30,5706.109425
-63.753426,36,5706.340673
-35.815189,20,5706.482724
-53.401208,28,5706.66142
-64.831548,33,5706.89539
-57.125852,29,5707.076597
-37.17526,20,5707.199147
-49.802692,25,5707.37236
-37.605052,19,5707.502862
-50.952769,27,5707.669969
-37.272929,20,5707.802247
-38.72966,19,5707.928274
-34.633941,20,5708.073717
-51.040838,26,5708.239898
-37.776579,19,5708.375981
-39.096486,21,5708.508185
-42.941843,22,5708.686696
-53.493062,27,5708.854772
-55.216725,29,5709.042184
-36.18451,20,5709.181437
-35.222751,19,5709.324075
-38.431076,21,5709.45182
-50.565252,26,5709.608708
-40.494301,21,5709.740735
-52.278169,26,5709.925348
-38.155436,21,5710.053813
-38.030013,21,5710.18557
-41.655717,22,5710.353038
-54.050933,29,5710.558806
-41.279035,22,5710.693008
-52.167031,27,5710.857787
-54.826565,29,5711.046471
-57.975467,30,5711.235794
-54.640603,29,5711.416078
-37.526502,20,5711.544436
-55.416632,30,5711.736633
-43.81765,22,5711.877656
-53.759808,28,5712.048417
-40.268558,20,5712.165878
-51.241239,27,5712.337795
-36.063287,19,5712.462265
-56.373948,30,5712.642828
-50.153649,25,5712.791793
-50.19839,25,5712.978381
-40.351958,21,5713.125029
-52.134623,26,5713.288042
-58.826929,31,5713.482493
-56.312756,30,5713.706065
-55.268698,29,5713.888463
-41.981991,21,5714.019519
-53.017165,27,5714.203353
-39.976358,20,5714.332446
-42.355515,23,5714.500046
-37.79952,21,5714.62848
-40.480187,22,5714.775362
-66.903433,35,5715.027864
-53.118988,28,5715.219424
-36.277883,18,5715.33379
-52.808853,26,5715.515142
-36.149104,19,5715.634905
-42.94137,22,5715.794507
-51.684558,27,5715.962491
-40.487286,20,5716.119913
-56.61091,30,5716.339363
-56.550215,30,5716.530813
-36.172014,19,5716.653351
-36.055794,19,5716.77737
-53.38199,28,5716.985026
-37.60584,19,5717.109548
-53.433953,28,5717.290416
-39.228474,20,5717.422595
-57.354804,31,5717.638059
-56.419196,30,5717.830681
-55.882966,31,5718.056197
-40.191068,22,5718.195577
-55.017374,29,5718.402209
-37.84749,19,5718.52525
-42.238602,21,5718.656766
-50.188331,26,5718.817964
-43.751942,23,5718.977952
-51.950168,27,5719.166883
-55.327257,28,5719.341199
-40.581374,20,5719.479926
-54.794117,30,5719.695719
-39.984286,22,5719.84342
-52.810556,28,5720.013551
-36.14488,19,5720.129319
-38.291785,20,5720.260521
-37.355273,20,5720.40243
-55.007656,30,5720.602947
-43.654851,21,5720.739261
-53.79195,28,5720.943747
-37.627433,19,5721.119782
-52.739173,27,5721.283637
-37.321633,19,5721.402952
-53.664925,30,5721.594318
-38.871565,20,5721.718702
-55.646626,30,5721.901532
-37.556429,20,5722.020197
-55.971128,30,5722.227847
-59.451784,31,5722.431462
-54.028075,28,5722.600255
-34.677711,18,5722.707332
-44.972028,24,5722.862857
-56.086796,30,5723.052191
-36.905719,20,5723.171536
-36.46305,21,5723.300562
-65.335066,38,5723.551481
-58.355682,34,5723.767494
-39.066504,20,5723.889326
-56.246176,32,5724.081408
-56.698587,30,5724.312
-57.94153,30,5724.514709
-39.002611,21,5724.657675
-66.157476,36,5724.885021
-53.111204,25,5725.045529
-37.604023,19,5725.179481
-43.22994,23,5725.321048
-37.339011,20,5725.448814
-38.093412,21,5725.585879
-50.835511,27,5725.769571
-35.409062,19,5725.890138
-52.285121,26,5726.056511
-43.436193,22,5726.216888
-51.726226,27,5726.400511
-36.357039,19,5726.519828
-40.154779,22,5726.660937
-66.003252,37,5726.928116
-39.392512,20,5727.057236
-54.868869,30,5727.248253
-53.512315,28,5727.439622
-37.707997,19,5727.55703
-54.840458,31,5727.779924
-54.147769,28,5727.956098
-40.936224,20,5728.077817
-53.790582,31,5728.283672
-56.281673,30,5728.474226
-36.62032,20,5728.597948
-57.298131,30,5728.794696
-54.692422,29,5728.988198
-55.867336,32,5729.260174
-55.389385,28,5729.440951
-36.345921,19,5729.56252
-57.347693,30,5729.7628
-54.445731,29,5729.948856
-37.94558,19,5730.07146
-50.836031,26,5730.230338
-36.34751,18,5730.349108
-53.196272,27,5730.539989
-38.695253,20,5730.664489
-52.714356,26,5730.819514
-35.895278,19,5730.940222
-55.59341,31,5731.149892
-53.508717,28,5731.32444
-37.492246,19,5731.440441
-51.378111,25,5731.634944
-45.019448,27,5731.819555
-39.013877,20,5731.948849
-53.722265,29,5732.12804
-38.815119,20,5732.257485
-53.101061,28,5732.450112
-35.995022,19,5732.56692
-55.910728,31,5732.775289
-36.416535,19,5732.901013
-51.897836,25,5733.072253
-40.27277,21,5733.201155
-42.819618,23,5733.351964
-51.006085,25,5733.546326
-43.200982,22,5733.683449
-39.820187,21,5733.80896
-53.492064,30,5733.993726
-37.641819,19,5734.115533
-51.528156,26,5734.285112
-39.275751,20,5734.409031
-54.981884,30,5734.590705
-37.475362,19,5734.712122
-55.285573,31,5734.913279
-43.675727,22,5735.047273
-38.958873,21,5735.173252
-37.112201,20,5735.301194
-55.580778,29,5735.523566
-37.146809,20,5735.645535
-50.653533,25,5735.798335
-44.081457,22,5735.938472
-50.951172,27,5736.129485
-37.725262,22,5736.27335
-49.038375,25,5736.428012
-36.159209,19,5736.558602
-58.083305,30,5736.756222
-53.592548,28,5736.926975
-37.864585,20,5737.047057
-55.190575,29,5737.242417
-37.667739,20,5737.380443
-53.563968,26,5737.5366
-40.725637,21,5737.672643
-49.664671,25,5737.883111
-37.235488,20,5738.006771
-43.413092,21,5738.135841
-56.136223,29,5738.311239
-34.773673,20,5738.442991
-58.890495,29,5738.645063
-52.563528,27,5738.818718
-39.070878,21,5738.961104
-54.349119,29,5739.163689
-40.332496,20,5739.293888
-45.796985,22,5739.434571
-60.158038,28,5739.603472
-36.332434,20,5739.779742
-37.594375,20,5739.931443
-40.21567,21,5740.062868
-56.86368,30,5740.259939
-36.160061,18,5740.37352
-38.050384,20,5740.529359
-51.869458,27,5740.697614
-41.690071,22,5740.838367
-52.830516,28,5741.032045
-59.437763,34,5741.254235
-53.900894,27,5741.426383
-40.882904,20,5741.559723
-40.075124,22,5741.709414
-36.829089,20,5741.873739
-37.297067,21,5742.006838
-40.459715,23,5742.153706
-33.749233,20,5742.285152
-50.108631,26,5742.465933
-37.083409,20,5742.585779
-43.713794,23,5742.725573
-54.006517,27,5742.933922
-43.15458,23,5743.085636
-38.915917,20,5743.212922
-52.159795,26,5743.375688
-37.361932,20,5743.508535
-53.950717,27,5743.691574
-40.376128,21,5743.819643
-38.935605,19,5743.938508
-55.442736,30,5744.145168
-55.45797,29,5744.333224
-34.590947,19,5744.449754
-53.70437,27,5744.612988
-39.855865,22,5744.754401
-74.338586,42,5745.036201
-53.425446,28,5745.255902
-36.337575,20,5745.381968
-53.190609,25,5745.551117
-41.624001,22,5745.714917
-52.32921,28,5745.894203
-42.742316,21,5746.033479
-51.716312,26,5746.248823
-46.511688,24,5746.402487
-63.192398,33,5746.607757
-57.035284,30,5746.800249
-41.679674,22,5746.968676
-36.398159,20,5747.121957
-56.210445,31,5747.314395
-56.688472,29,5747.495634
-34.749521,20,5747.62398
-51.076128,24,5747.826937
-42.742798,22,5747.966266
-51.651585,27,5748.13923
-38.97275,22,5748.299468
-51.117861,27,5748.491651
-36.637265,20,5748.61557
-44.067733,24,5748.766455
-50.518574,26,5748.948616
-40.070577,21,5749.088344
-50.005572,25,5749.265629
-37.90689,19,5749.39618
-55.221978,28,5749.598487
-37.631391,20,5749.725043
-37.990479,21,5749.851416
-39.232832,21,5749.978861
-42.722191,22,5750.116239
-48.30113,24,5750.271206
-59.237492,29,5750.444492
-53.68839,28,5750.60746
-36.515811,20,5750.733897
-52.598989,26,5750.903585
-35.870312,20,5751.023942
-54.685266,29,5751.21008
-35.49895,19,5751.328211
-37.008232,21,5751.552137
-50.866026,25,5751.715315
-36.232236,19,5751.8335
-52.100696,26,5752.056218
-42.252927,21,5752.187161
-50.468309,24,5752.339595
-37.473047,19,5752.461205
-36.637619,20,5752.589003
-55.636877,30,5752.799564
-53.093525,26,5752.969718
-43.822984,23,5753.193398
-50.106788,26,5753.382614
-38.908386,21,5753.505557
-52.965267,28,5753.677855
-58.276569,30,5753.865138
-59.569901,36,5754.111579
-53.823574,28,5754.282778
-55.347002,29,5754.474965
-37.704961,20,5754.603045
-55.871784,29,5754.806942
-54.428675,27,5754.980034
-40.603999,21,5755.106397
-54.180024,29,5755.280885
-54.375614,27,5755.452952
-48.054609,23,5755.601517
-42.538803,25,5755.753899
-39.115081,20,5755.876388
-50.635136,27,5756.056247
-43.219223,23,5756.211751
-36.473254,21,5756.340203
-51.483949,26,5756.498135
-37.169485,20,5756.623635
-55.074078,30,5756.908266
-38.900751,20,5757.056892
-55.130685,29,5757.240493
-36.098429,19,5757.363604
-53.486266,28,5757.545816
-51.372771,25,5757.712233
-37.953359,20,5757.834576
-53.856096,28,5758.022694
-36.180134,18,5758.136742
-52.048978,26,5758.294953
-37.701728,19,5758.41245
-52.883093,26,5758.588438
-36.351847,19,5758.719484
-57.094562,30,5758.909384
-51.37486,27,5759.069888
-37.044026,19,5759.187977
-63.263019,36,5759.421358
-53.16694,28,5759.591433
-35.717596,19,5759.706954
-53.253211,28,5759.892132
-38.635309,20,5760.025544
-53.768093,29,5760.200465
-37.006441,19,5760.313867
-53.180569,28,5760.495156
-38.31725,22,5760.634197
-60.47693,36,5760.855818
-37.184794,20,5760.981032
-41.258918,22,5761.124381
-36.441977,21,5761.261451
-39.338394,22,5761.394898
-55.479809,31,5761.583555
-54.845508,29,5761.785616
-35.455789,19,5761.909067
-54.823564,26,5762.066185
-54.020932,29,5762.242444
-40.343557,22,5762.388631
-50.807178,28,5762.56567
-35.85059,20,5762.686579
-37.096678,21,5762.812004
-37.881679,21,5762.94182
-38.686328,20,5763.085104
-53.263975,29,5763.260492
-39.057849,20,5763.387406
-55.712569,29,5763.585445
-37.38613,19,5763.710415
-50.98433,26,5763.871727
-39.400904,20,5763.992788
-54.707925,29,5764.181485
-36.450835,19,5764.302685
-43.869773,21,5764.432267
-53.34541,28,5764.604719
-42.325318,22,5764.748448
-52.336433,28,5764.933833
-39.302063,20,5765.052438
-51.890619,27,5765.214876
-40.565361,20,5765.372305
-52.351212,29,5765.557954
-37.325854,19,5765.671226
-53.392783,26,5765.840493
-40.547837,21,5765.987164
-39.745382,21,5766.15098
-38.856346,21,5766.275441
-51.330082,26,5766.434904
-38.830831,21,5766.564999
-38.021886,21,5766.706055
-34.594652,19,5766.819252
-52.456858,26,5766.980443
-42.383691,22,5767.120705
-42.138888,22,5767.262717
-52.225886,26,5767.437243
-56.322537,30,5767.620827
-55.22414,29,5767.806594
-39.521215,20,5767.936109
-52.014253,25,5768.08511
-41.006016,22,5768.21472
-53.336193,30,5768.409747
-54.895508,29,5768.589518
-35.666297,19,5768.709114
-37.505247,19,5768.836929
-35.961383,19,5768.957251
-62.801833,36,5769.191316
-37.666768,20,5769.310072
-42.283014,23,5769.449561
-39.675779,21,5769.583886
-56.213677,31,5769.871079
-37.71198,20,5770.005368
-53.138961,29,5770.196422
-37.685285,19,5770.316531
-40.500519,22,5770.478801
-57.586519,30,5770.669707
-40.779801,21,5770.811812
-40.910674,21,5770.975819
-51.811787,26,5771.177392
-37.529495,19,5771.296224
-57.100395,30,5771.479904
-41.709112,21,5771.61796
-37.795769,20,5771.75839
-41.247172,22,5771.892882
-49.763526,25,5772.058577
-36.054993,19,5772.190138
-54.698514,31,5772.431363
-56.216906,30,5772.61966
-64.82213,38,5772.851061
-51.327283,28,5773.029112
-44.653701,23,5773.184932
-51.087792,25,5773.368505
-39.971491,20,5773.490991
-53.871981,30,5773.700386
-38.729503,19,5773.81672
-51.383501,27,5773.992175
-35.869193,20,5774.111274
-42.817392,22,5774.260011
-50.072118,24,5774.422571
-37.74449,19,5774.539995
-54.347166,27,5774.715508
-34.864085,20,5774.85976
-37.074984,20,5775.001514
-54.320085,26,5775.157073
-55.727679,29,5775.341994
-55.209978,30,5775.599057
-56.325534,30,5775.782552
-56.931218,28,5776.002489
-37.945379,20,5776.124754
-57.062604,32,5776.353456
-35.752846,19,5776.473601
-51.424234,27,5776.645334
-41.51653,22,5776.778109
-53.252544,27,5776.961278
-52.265502,28,5777.141309
-38.393375,20,5777.264536
-52.918733,26,5777.443128
-38.650375,19,5777.560529
-52.22718,26,5777.811541
-56.997435,30,5778.006177
-55.294808,29,5778.180015
-40.810827,21,5778.310103
-53.30454,30,5778.523696
-37.837323,19,5778.641469
-39.959608,22,5778.792213
-40.022056,21,5778.929678
-53.809392,30,5779.138235
-53.834356,28,5779.312211
-56.812344,30,5779.501491
-43.477424,22,5779.640634
-42.398936,21,5779.796117
-51.809963,25,5779.951436
-40.431464,20,5780.093518
-37.179925,20,5780.227441
-57.075614,30,5780.462393
-36.154359,19,5780.578371
-53.680902,26,5780.735769
-37.601149,20,5780.866041
-56.157936,31,5781.089627
-55.048858,29,5781.266402
-39.376395,19,5781.399311
-53.658982,29,5781.603741
-36.081891,19,5781.729511
-54.205331,27,5781.905426
-35.788529,21,5782.031473
-51.994053,26,5782.201719
-37.526082,20,5782.352705
-54.376782,29,5782.536061
-41.870958,22,5782.696482
-36.977027,19,5782.819862
-60.365959,34,5783.045814
-37.662398,20,5783.175509
-52.136492,27,5783.338126
-39.323834,20,5783.462018
-55.540371,29,5783.653672
-40.481048,22,5783.787754
-54.79591,29,5783.981423
-36.237046,19,5784.11245
-55.535233,30,5784.335117
-40.713003,21,5784.467039
-51.737749,27,5784.633156
-54.492946,31,5784.887936
-53.225367,29,5785.092671
-37.735686,20,5785.217522
-51.171584,27,5785.393548
-54.858024,28,5785.612632
-38.842965,19,5785.809485
-52.825967,28,5785.992647
-38.863382,19,5786.115117
-38.561435,21,5786.262947
-52.388354,25,5786.439522
-34.684134,19,5786.563484
-53.703658,27,5786.777233
-56.31944,30,5786.97647
-55.206606,29,5787.16091
-39.002251,20,5787.28474
-53.933174,27,5787.454619
-39.136539,20,5787.582682
-54.145969,30,5787.781779
-58.010813,30,5787.981725
-40.379868,22,5788.117484
-52.07521,26,5788.313859
-51.280847,27,5788.492203
-36.572182,20,5788.624383
-50.821411,26,5788.790765
-36.755466,20,5788.931378
-53.31912,29,5789.130554
-43.399789,22,5789.26689
-51.923481,27,5789.45035
-46.426037,24,5789.627424
-46.25403,24,5789.788719
-54.256715,29,5789.99806
-58.904793,30,5790.194844
-39.139187,20,5790.324344
-37.831249,21,5790.481273
-34.38662,20,5790.604456
-51.01936,24,5790.773599
-42.563521,21,5790.92126
-51.206878,25,5791.092607
-37.524237,19,5791.20886
-54.801932,27,5791.378813
-36.386772,20,5791.50816
-55.924115,31,5791.718224
-54.609539,30,5791.901824
-36.87542,20,5792.028922
-53.02944,29,5792.250782
-36.550893,20,5792.384986
-52.532246,28,5792.555811
-36.373227,20,5792.675641
-51.517726,25,5792.851749
-38.894544,20,5792.992906
-35.861835,22,5793.124539
-63.754268,37,5793.375191
-52.791687,27,5793.585366
-43.614385,21,5793.721265
-50.300597,26,5793.891418
-37.794511,20,5794.017446
-57.38123,31,5794.265446
-42.097268,22,5794.401219
-51.637092,27,5794.56956
-35.876604,20,5794.714944
-54.124941,30,5794.942312
-36.874595,19,5795.136322
-51.770711,29,5795.320313
-35.138951,19,5795.440821
-52.942975,26,5795.604925
-43.035607,22,5795.751612
-52.270938,28,5795.951031
-56.667642,30,5796.148073
-53.516408,29,5796.334005
-40.599099,20,5796.47079
-42.113001,23,5796.639831
-51.329874,27,5796.800522
-44.806306,24,5796.957428
-65.38048,38,5797.227758
-53.39192,28,5797.442908
-40.791511,21,5797.567574
-53.293044,27,5797.778166
-55.856127,29,5797.964622
-37.367393,19,5798.082538
-53.664757,27,5798.245874
-36.07152,18,5798.363019
-52.884502,28,5798.553481
-55.100048,28,5798.724461
-38.456708,20,5798.849673
-55.28691,30,5799.049156
-38.388733,20,5799.179552
-53.589187,27,5799.348506
-37.48976,20,5799.470045
-52.836151,26,5799.642629
-40.714151,20,5799.788845
-58.607475,27,5799.957279
-40.265608,22,5800.093796
-53.677932,29,5800.293953
-39.155779,19,5800.421333
-51.860075,28,5800.602322
-37.537888,19,5800.716856
-50.906356,24,5800.87643
-42.106157,21,5801.017908
-50.007969,25,5801.170318
-37.873055,20,5801.29187
-54.633614,29,5801.48666
-40.478082,19,5801.611964
-56.62343,30,5801.797313
-38.957462,20,5801.918613
-38.890877,21,5802.05127
-51.060786,28,5802.229606
-44.647168,22,5802.36583
-52.946587,26,5802.527062
-54.004523,29,5802.735854
-49.782442,24,5802.890244
-37.15314,20,5803.012122
-54.857512,29,5803.186204
-57.196953,30,5803.378619
-56.789658,30,5803.563827
-53.701058,29,5803.741813
-39.84569,20,5803.871182
-55.10559,31,5804.073718
-53.120546,29,5804.252174
-36.201283,20,5804.373842
-52.886623,26,5804.529185
-54.783364,30,5804.731884
-36.423846,20,5804.857224
-35.652266,20,5804.975322
-50.825791,26,5805.132766
-34.896444,20,5805.25769
-45.576722,23,5805.409526
-55.959982,30,5805.588515
-53.568693,30,5805.767141
-55.111226,29,5805.951992
-37.231677,20,5806.077526
-47.580541,24,5806.220454
-42.75067,22,5806.352928
-52.841553,27,5806.526746
-55.998915,30,5806.719898
-37.954399,18,5806.842149
-38.950241,22,5806.976109
-65.995533,38,5807.229879
-42.645588,22,5807.370195
-54.70043,29,5807.554037
-39.408699,20,5807.673104
-44.465525,23,5807.818447
-51.329547,27,5808.000643
-36.249356,19,5808.112323
-39.86139,22,5808.243438
-55.968057,29,5808.431284
-55.027041,28,5808.606187
-34.376163,18,5808.716016
-39.747009,23,5808.86054
-37.803977,21,5809.001941
-42.906897,21,5809.154684
-52.44821,26,5809.314233
-35.953635,19,5809.433123
-37.122535,19,5809.55164
-51.453871,25,5809.768449
-40.425656,21,5809.901855
-53.110996,27,5810.061834
-56.278034,30,5810.27851
-54.937488,30,5810.480674
-39.669612,20,5810.600698
-51.673673,27,5810.7647
-38.952153,20,5810.892778
-39.321177,22,5811.045618
-64.040252,37,5811.275378
-37.387987,20,5811.417989
-43.511481,22,5811.560907
-45.335651,23,5811.715881
-48.700523,24,5811.867124
-35.814262,19,5811.98601
-51.50369,25,5812.150173
-40.227512,20,5812.286911
-53.361147,28,5812.466241
-40.604423,21,5812.590512
-50.503405,26,5812.776656
-56.495787,30,5812.971108
-56.29705,30,5813.152663
-39.711418,21,5813.276711
-37.688786,21,5813.41316
-36.569609,20,5813.561138
-50.896097,26,5813.721159
-44.286587,23,5813.880002
-49.834809,24,5814.076615
-35.89247,19,5814.210644
-50.139228,25,5814.366357
-39.030129,19,5814.480028
-55.893335,29,5814.678049
-37.550825,20,5814.812872
-55.519058,31,5815.003435
-56.171781,30,5815.198838
-38.394119,22,5815.338012
-56.403487,31,5815.541472
-59.01836,30,5815.72435
-38.427072,20,5815.847136
-54.090412,29,5816.059783
-40.714698,21,5816.197239
-53.804135,29,5816.409364
-54.128291,29,5816.603696
-38.282497,21,5816.740225
-55.45444,29,5816.970813
-56.8839,29,5817.153188
-61.135548,35,5817.378107
